Name,Tag Color,EULA,Use Default EULA,Require Acceptance,Alert on Response,Category Type,Send Checkin Email,Notes
Home Fragrance & Accessories,#c4b869,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",true,true,true,accessory,true,Ergonomic
Instant Breakfast,#be69ce,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",false,true,true,consumable,false,capacity
Savory Snacks,#146e99,Phasellus in felis. Donec semper sapien a libero. Nam dui.,true,true,false,consumable,true,discrete
Salsas and Dips,#df1822,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,false,false,true,license,true,6th generation
Camping Equipment,#3176d9,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",true,true,true,license,true,mission-critical
Seasonal Home Decor,#68f27b,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",true,false,false,component,true,help-desk
Fitness Equipment,,,false,false,true,component,false,Operative
Camping Equipment,#fa5341,,true,false,true,consumable,true,explicit
BBQ Sauces,,,false,true,false,component,true,Organic
Baking Ingredients,#778252,In congue. Etiam justo. Etiam pretium iaculis justo.,true,false,false,consumable,false,actuating
Frozen Meat Products,#b61bc7,,false,false,false,consumable,true,context-sensitive
Robotic Cleaners,#4ea27c,,true,false,true,consumable,false,synergy
Vegetarian Soups,#b0d0fc,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",false,true,false,license,true,demand-driven
Drones & Accessories,#5f8e1e,,true,false,true,license,true,forecast
Granola/Cereal,#6db83f,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,false,true,true,consumable,false,Synergized
Granola,#33c33a,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",false,false,false,accessory,true,Versatile
Seasonal Items,#df27d9,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",true,true,true,component,false,functionalities
Kitchen Accessories,#998701,,true,true,true,component,false,Graphical User Interface
Candle & Soap Making Supplies,#91d7d6,,true,true,false,component,false,Ergonomic
Laptop Accessories,,,false,true,true,asset,false,eco-centric
Gardening Accessories,#2e8a93,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",true,false,true,component,true,budgetary management
Granola and Muesli,#c16dd2,,false,false,true,asset,false,Future-proofed
Travel Accessories,#fa26b8,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",false,true,true,component,false,analyzing
Frozen Appetizers,#dae83f,,false,false,false,consumable,true,Digitized
Poultry,#6bef68,,false,true,false,license,false,Assimilated
Nuts and Seeds,#944eff,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",true,false,true,component,true,Up-sized
Kitchen Gadgets,,,true,false,true,consumable,true,Organized
Travel Accessories,#d7018c,,false,false,false,component,true,Face to face
Frozen Vegan Meals,#15215b,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",true,false,false,asset,true,budgetary management
Frozen Meals,,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",true,false,false,license,false,implementation
Grooming Supplies,,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",true,false,true,consumable,false,monitoring
Dried Fruits,#9eba63,,false,false,false,component,true,Visionary
Mixes,,,false,true,true,consumable,false,utilisation
Breads,#805633,,true,true,true,asset,true,data-warehouse
Trousers,#8e7386,,false,true,true,consumable,true,explicit
Portable Projectors,#09f34d,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",true,true,true,component,false,Profound
Smart Home & Security,#2cb856,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",true,false,true,component,true,Expanded
Casual Shirts,#aad994,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",true,true,false,asset,true,homogeneous
Travel Accessories,#963afb,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",true,true,true,asset,false,Customer-focused
Hot Sauces,#879bb7,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",false,false,true,component,false,Optimized
Sweet Snacks,#6293d5,,true,false,true,license,false,object-oriented
Desserts,#b7cdb6,,false,true,false,consumable,false,attitude
Salad Kits,#2acdef,,false,false,true,license,false,4th generation
Dairy Spreads,#b4ac40,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",true,false,false,consumable,true,initiative
Home Organization,#c14ecd,,false,true,false,component,true,contextually-based
Baking Ingredients,#e4692a,,false,true,false,component,false,multi-state
Wellness & Relaxation,#300c00,,true,false,false,accessory,false,toolset
Camping Equipment,#6ed515,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,true,true,false,license,false,Multi-tiered
 smoothies,,Sed ante. Vivamus tortor. Duis mattis egestas metus.,true,true,false,accessory,false,orchestration
Ice Cream,#f876cc,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",false,false,false,asset,true,protocol
Flavored Yogurt,#cf7a13,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",true,true,false,license,true,Vision-oriented
Cooking Oils,,,true,true,false,component,true,knowledge user
Kitchen Accessories,#55a9f9,,false,true,true,consumable,false,global
Flours & Meals,#df9c59,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",true,false,true,license,true,knowledge base
Fitness & Nutrition,#896dab,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,false,false,true,consumable,false,dedicated
Gardening Tools,#d1328a,,true,false,false,license,true,encoding
Nut Butters,#b55401,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",true,false,false,consumable,true,methodical
Nail Care,#68ae27,,false,true,true,license,true,success
Feeding Accessories,#57cbe0,,true,true,false,accessory,false,Stand-alone
Kids' Bags,,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,false,false,false,license,false,intranet
Savory Snacks,#1ebe6d,,true,true,true,component,false,static
Frozen Vegetables,#d889a7,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",true,true,true,asset,true,conglomeration
Home Fragrance & Accessories,#7d2b06,,false,true,false,asset,false,analyzer
Sustainable Stationery,#d702d2,,false,false,false,consumable,false,secondary
Marinated Poultry,#176221,,false,false,false,asset,false,regional
Ice Cream Flavors,#6beb0e,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",true,false,false,license,true,client-driven
Frozen Vegetables,#5673b1,,false,true,true,consumable,false,Extended
Pancakes & Waffles,#1521f4,,false,false,false,accessory,true,model
Frozen Appetizers,,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",false,true,false,component,false,local area network
Breads,#143a32,,false,true,false,consumable,true,non-volatile
Home Organization,#405cb0,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",false,false,false,license,true,database
Floor Care Appliances,,,true,false,true,license,true,asymmetric
Home Automation,#f5b239,,false,true,false,accessory,true,circuit
Cookies & Biscuits,#864ade,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",true,false,false,accessory,false,impactful
Travel Accessories,#2c1b40,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",false,false,false,license,true,orchestration
Decorative Wall Art & Accessories,#f83ba5,,true,false,true,consumable,false,parallelism
Seasoning Mixes,#35e218,,true,false,true,consumable,false,Fundamental
Office Accessories,#d534cd,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",false,false,false,asset,true,encoding
Bottoms,#7969a0,,false,false,true,license,false,Focused
Travel Accessories,#0a81a2,,false,true,false,consumable,false,Pre-emptive
Athletic Footwear,#8304b4,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",true,false,false,consumable,false,User-centric
Kitchen Storage & Organization,#b68322,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",false,false,true,license,false,Configurable
Pork,#e4487e,Phasellus in felis. Donec semper sapien a libero. Nam dui.,false,false,true,asset,false,Quality-focused
Rice,#e091e9,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,false,true,true,license,true,even-keeled
Plant-Based Yogurt,#e77735,,false,true,true,component,false,matrix
Decorative Wall Art & Accessories,#9badc3,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,true,true,true,component,true,concept
Cheese,#095705,,false,true,true,consumable,true,Managed
Baking Accessories,#635d7e,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",true,true,true,license,true,bi-directional
Yoga Equipment,#470574,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",false,false,true,accessory,false,hub
Flavored Yogurt,#abb946,,true,false,true,asset,false,Persistent
Casual Dresses,#7e2c74,,false,false,true,license,true,pricing structure
Chewy Candies,#5f0e1d,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",false,true,true,asset,false,regional
Miniature Sports Games,#5d58aa,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",true,true,false,asset,false,methodical
Natural Sweeteners,#911d5a,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",true,false,true,component,false,high-level
Tripods & Accessories,#d6c7dc,,false,false,true,accessory,true,impactful
Home Footwear,#d56333,,false,true,false,consumable,true,moderator
Camping Equipment,#f81abd,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,false,false,false,component,false,moderator
Sleepwear,#77058c,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",true,false,false,accessory,true,Balanced
Frozen Meals,#98d163,,true,false,true,accessory,true,customer loyalty
Outerwear,#157544,,false,true,true,component,false,Multi-layered
Aromatherapy & Wellness,#0d7759,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,true,false,true,component,true,throughput
Accessories,#61405c,,false,false,false,accessory,true,Re-contextualized
Granola/Cereal,#f14bf0,,true,true,false,accessory,true,ability
Mustards,#18c3af,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",false,false,false,license,false,ability
Office Supplies,#cb5378,,true,false,false,accessory,false,architecture
Grilling Accessories,#688232,,true,false,false,asset,false,well-modulated
Vegetarian Soups,#ace7a6,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",false,false,true,license,false,encoding
Whole Grains,#5a1b46,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",true,false,false,license,false,context-sensitive
Pickles,#4014a9,,true,false,false,asset,false,core
Pretend Play Toys,#b1e45e,,true,false,true,license,false,frame
Home Automation Accessories,#513b53,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",true,true,false,component,true,bi-directional
Dips & Spreads,#d714fb,,true,false,true,consumable,false,Mandatory
Personal Care,#109c12,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",true,false,true,component,true,Mandatory
Wireless Speakers,#baa76f,,true,true,true,asset,false,value-added
Dressing,#fcac9a,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",true,false,true,accessory,false,conglomeration
Baking Mixes,#c06840,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",true,false,false,consumable,true,motivating
Loungewear,#7c0a6a,,true,true,false,consumable,false,alliance
Pies & Quiches,#b076c1,,true,true,false,asset,false,Function-based
Gardening Tools,#09876b,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,true,true,false,accessory,true,Right-sized
Grain Salads,#a23b8f,,true,false,true,license,true,frame
Sauces & Condiments,#d24306,,false,false,true,consumable,true,transitional
Tank Tops,#c95a2e,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",false,true,false,component,true,object-oriented
Frozen Meals,#fefa2e,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,true,false,true,component,false,Intuitive
Asian Sauces,#5bacb7,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",true,false,true,asset,true,Vision-oriented
Outdoor Furniture,#7f1be3,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",false,true,false,asset,false,Ergonomic
Solar Power Accessories,,,false,false,true,component,false,structure
Sweet Snacks,#2d9d06,,true,false,true,consumable,true,encoding
Pretend Play Toys,#14a4b8,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",true,true,true,component,false,frame
Sustainable Stationery,#800e0e,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",true,true,true,license,false,client-driven
Cooking Appliances,#b23ebb,,false,true,true,component,true,adapter
Frozen Pasta Dishes,#a5e6f6,,true,false,true,license,true,Robust
Craft Supplies,#8d3f62,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",false,false,true,asset,true,scalable
Computer Accessories,#b61a67,,false,false,false,license,false,Progressive
Puzzles,#37d530,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",true,true,false,asset,false,capability
Dips and Spreads,#a04baf,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",true,true,true,consumable,false,attitude
Blenders & Juicers,#3db62c,,true,true,false,asset,false,budgetary management
Pork,,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",false,false,true,license,true,knowledge base
Protein Snacks,#aa48d5,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",true,false,true,accessory,false,contingency
Plant-Based Meats,#3d46b4,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",true,false,false,asset,false,focus group
Herbal Tea,#589d48,,false,true,true,component,true,moderator
Spicy Sauces,#e477e0,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",false,false,false,asset,false,open architecture
Furniture,#1d6152,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",false,false,false,accessory,true,Cross-group
Kitchen Storage & Organization,#7023c5,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",false,true,true,asset,true,Virtual
Nut-Based Snacks,#693839,,true,true,true,license,false,intangible
T-Shirts,#32d208,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",true,false,false,consumable,false,model
Cheese,#cd489f,,false,false,false,consumable,false,Reverse-engineered
Vegetable Snacks,#52b50c,,false,false,false,asset,true,clear-thinking
Tech Accessories,#c5e1d7,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",false,false,false,license,true,explicit
Kitchen Accessories,#45d88c,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",true,true,true,accessory,false,Upgradable
Bikes & Cycling Equipment,#0edf4c,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",true,true,false,asset,true,asymmetric
Baking Accessories,#b36211,,false,false,true,asset,true,forecast
Nuts,#e9c378,,true,true,false,component,true,needs-based
Vegetarian Salads,#15d285,,false,true,true,license,true,Ergonomic
Gardening Accessories,,Sed ante. Vivamus tortor. Duis mattis egestas metus.,true,true,true,consumable,false,Managed
Dressing,#f928e8,,true,false,true,component,true,Distributed
Headphones,,,false,false,false,asset,false,zero administration
Board Games,#ec8921,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",true,false,false,consumable,true,Self-enabling
Strength Training Equipment,#1d881a,,true,false,false,license,false,zero defect
Power Accessories,,,false,false,false,asset,false,leading edge
Boots,#8943bb,,false,true,true,asset,false,mission-critical
Frozen Desserts,,,false,false,false,accessory,true,24 hour
